date,seller_code,Display Name,Company Name,Seller Type,brand,SKU Code,SKU Name,Category L1,Category L2,Category L3,MRP,Display Price,Selling Price,Total Qty,Total Orders,Total Customers,Platform
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,55131.0,49611.0,48805.79,69.0,59,59,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,78200.0,74381.0,73222.73,68.0,67,67,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,1970.0,1773.0,1662.6,1.0,1,1,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,31465.0,28315.0,27482.3,35.0,34,34,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,27531.0,26191.0,25553.88,69.0,68,68,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,3796.0,3416.0,3273.17,4.0,4,4,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,61149.0,55149.0,54415.42,51.0,47,47,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,1199.0,1079.0,924.69,1.0,1,1,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,8592.0,6872.0,6672.27,4.0,4,4,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,2300.0,2186.0,2150.05,2.0,2,2,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,6487.0,6162.0,6013.78,13.0,13,13,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,3450.0,3279.0,3243.05,3.0,3,3,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,1970.0,1773.0,1662.6,1.0,1,1,Nykaa Man
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,106950.0,101706.0,100208.13,93.0,90,90,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,3940.0,3546.0,3444.14,2.0,2,2,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,6992.0,5592.0,5462.84,4.0,4,4,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,153923.0,135443.0,133616.01,77.0,71,71,Nykaa Beauty
2026-01-05,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,8490.0,7640.0,7547.49,10.0,7,7,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,21576.0,19416.0,19182.42,24.0,24,24,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,30723.0,29183.0,28570.16,77.0,77,77,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,223015.0,200690.0,197283.08,235.0,225,224,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,3597.0,3237.0,3136.14,3.0,3,3,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,4600.0,4372.0,4067.07,4.0,4,4,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,95450.0,90719.0,89520.01,83.0,82,82,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,6444.0,5154.0,5154.0,3.0,3,3,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,71940.0,64740.0,63598.72,60.0,54,54,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,10776.0,9156.0,9041.36,12.0,12,12,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,7485.0,7110.0,7019.64,15.0,15,15,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,58327.0,52487.0,51762.26,73.0,70,70,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,4600.0,4372.0,4086.05,4.0,4,4,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1999.0,1759.0,1759.0,1.0,1,1,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,46953.0,46953.0,46597.35,47.0,46,46,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,151924.0,133684.0,131869.14,76.0,70,70,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,499.0,474.0,434.6,1.0,1,1,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,10589.0,9529.0,9366.01,11.0,11,11,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,21670.0,19503.0,19118.78,11.0,10,10,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,4745.0,4270.0,4046.83,5.0,5,5,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,75900.0,72138.0,71092.95,66.0,66,66,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,12236.0,9786.0,9594.29,7.0,7,7,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,5094.0,4584.0,4189.01,6.0,5,5,Nykaa Beauty
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,798.0,758.0,716.31,2.0,2,2,Nykaa Man
2026-01-04,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,9850.0,8865.0,8680.76,5.0,5,5,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,10776.0,9156.0,9011.83,12.0,12,12,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,25776.0,20616.0,20149.61,12.0,12,12,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1898.0,1708.0,1520.07,2.0,2,2,Nykaa Man
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,116150.0,110393.0,108393.06,101.0,97,97,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,28728.0,27288.0,26768.24,72.0,71,71,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,192647.0,173362.0,170722.1,203.0,198,198,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,57552.0,51792.0,51319.59,48.0,42,42,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,7880.0,7092.0,7070.53,4.0,4,4,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,35964.0,35964.0,35453.05,36.0,35,34,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,131934.0,116094.0,114199.92,66.0,58,58,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,97750.0,92905.0,91623.84,85.0,83,83,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,31465.0,28315.0,27979.21,35.0,32,32,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,5244.0,4194.0,4186.68,3.0,3,3,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,28768.0,25888.0,25404.46,32.0,30,30,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,1199.0,1079.0,1027.31,1.0,1,1,Nykaa Man
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,3450.0,3279.0,3135.18,3.0,3,3,Nykaa Man
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,9850.0,8865.0,8841.26,5.0,5,5,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,6986.0,6636.0,6548.43,14.0,13,13,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,399.0,379.0,374.09,1.0,1,1,Nykaa Man
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,5094.0,4584.0,4504.68,6.0,6,6,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,53533.0,48173.0,47436.37,67.0,63,63,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,14185.0,12765.0,12289.45,15.0,15,15,Nykaa Beauty
2026-01-03,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,3450.0,3279.0,3135.18,3.0,3,3,Nykaa Man
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,2847.0,2706.0,2640.67,3.0,3,3,Nykaa Man
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,1150.0,1093.0,932.21,1.0,1,1,Nykaa Man
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000020,inde wild Luscious Locks Hair Kit,Hair,Hair Kits & Combos,Hair Kits,8592.0,7732.0,7566.54,4.0,3,3,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,9850.0,9360.0,9306.84,5.0,4,4,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,34314.0,32594.0,31827.4,86.0,84,83,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,7184.0,6464.0,6408.73,8.0,8,8,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,7984.0,7584.0,7433.87,16.0,16,16,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,58751.0,55811.0,55030.35,49.0,45,45,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,31968.0,31968.0,31324.11,32.0,30,30,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,93953.0,87373.0,86349.3,47.0,42,42,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,3597.0,3417.0,3395.45,3.0,3,3,Nykaa Man
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,41354.0,39329.0,38768.41,46.0,42,42,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,7641.0,7263.0,7170.13,9.0,9,9,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,17730.0,16848.0,16747.41,9.0,8,8,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,169871.0,161505.0,158889.48,179.0,176,176,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,54332.0,51612.0,50853.09,68.0,60,60,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,101200.0,96184.0,94328.19,88.0,85,85,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,27869.0,26474.0,25704.1,31.0,30,30,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,6992.0,6292.0,6163.29,4.0,4,4,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,4895.0,4650.0,4624.81,5.0,5,5,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000033,inde wild Luminary Eye Concentrate - Dark Circle Reduction Eye Cream,Skin,Eye Care,Under Eye Cream Serums,3198.0,3038.0,3030.76,2.0,2,2,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,80500.0,76510.0,75378.07,70.0,68,68,Nykaa Beauty
2026-01-02,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000022,inde wild Dewy Lip Balms - Glazed Jalebi,Skin,Lip Care,Lip Balm,1798.0,1708.0,1622.6,2.0,2,2,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,141401.0,134398.0,132011.76,149.0,148,146,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,75962.0,70642.0,69706.96,38.0,35,35,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000014,Inde Wild Dewy Lip Balms - Transparent,Skin,Lip Care,Lip Balm,43945.0,41745.0,40781.63,55.0,51,51,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000011,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,1999.0,1859.0,1657.36,1.0,1,1,Nykaa Man
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,33966.0,33966.0,33549.53,34.0,34,34,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000010,inde wild Moonlight Scalp Serum,Hair,Hair Care,Hair Serum,47960.0,45560.0,44956.27,40.0,38,37,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000042,inde wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Hair,Hair Kits & Combos,Hair Kits,3496.0,3146.0,3137.81,2.0,2,2,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,4600.0,4372.0,4222.0,4.0,4,4,Nykaa Man
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000018,Inde Wild Rose Sun Mist SPF 50 PA ++++,Skin,Sun Care,Face Sunscreen,9339.0,8877.0,8823.87,11.0,9,9,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000034,inde wild Dewy Lip Balm - Masala Chai,Skin,Lip Care,Lip Balm,11687.0,11102.0,11026.74,13.0,13,13,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000015,inde wild 15% Vitamin C With Turmeric & Niacinamide,Skin,Serums,Serums & Essence,9850.0,9360.0,9327.36,5.0,5,5,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000003,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,2847.0,2706.0,2620.21,3.0,3,3,Nykaa Man
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000036,inde wild Dewy Lip Balms - Caffeine Addict,Skin,Lip Care,Lip Balm,6793.0,6453.0,5917.18,7.0,7,7,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,2300.0,2186.0,2186.0,2.0,2,2,Nykaa Man
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000044,inde wild Champi Bond Repair Shampoo,Hair,Hair Care,Shampoo,77050.0,73231.0,72626.54,67.0,64,64,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000023,"inde wild Champi Hair Oil With Bhringraj, Brahmi & Amla For Regrowth, Hairfall & Dandruff Control",Hair,Hair Care,Hair Oil,34540.0,32806.0,32328.49,88.0,87,86,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000035,inde wild Sunset Restore Phyto - Retinol Barrier Strengthening Serum,Skin,Serums,Serums & Essence,5910.0,5616.0,5583.36,3.0,3,3,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000019,inde wild Radiant Hair Ritiual Minis Kit,Hair,Hair Kits & Combos,Hair Kits,7184.0,6464.0,6256.18,8.0,8,8,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000022,inde wild Dewy Lip Balms - Glazed Jalebi,Skin,Lip Care,Lip Balm,899.0,854.0,839.52,1.0,1,1,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000026,inde wild Dewy Lip Balms - Wedding Rose,Skin,Lip Care,Lip Balm,12586.0,11956.0,11849.05,14.0,14,14,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000043,inde wild Champi Bond Repair Conditioner,Hair,Hair Care,Conditioner,49450.0,46999.0,46564.65,43.0,41,41,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,499.0,474.0,474.0,1.0,1,1,Nykaa Man
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000024,"inde wild Moonlight Scalp Serum With Moringa, Bhringraj & Amla For Maintaining Healthy Scalp",Hair,Hair Care,Hair Serum,7485.0,7110.0,7049.03,15.0,15,14,Nykaa Beauty
2026-01-01,3820,Inde Wild,Inde Wild,Brand Company,inde wild,INDEW00000049,inde wild Champi Slick Stick,Hair,Hair Styling,Gels Waxes,999.0,999.0,890.64,1.0,1,1,Nykaa Man
